Ticker,time,open,high,low,close,volume,is_ipo,sma_20,sma_50,rsi_14,roc_3,vol_sma_20,common_0_sig,signal,Return_3D_pct,Return_5D_pct,Return_10D_pct,Return_20D_pct
VHM,2021-10-01,76080.0,76080.0,74810.0,74810.0,4115400,False,77745.5,79916.4,35.707999042266955,-1.914251999475547,8080215.0,1,1,4.544846945595508,3.7695495254645097,2.2055874883037028,11.041304638417323
VHM,2022-07-27,58500.0,58800.0,58500.0,58600.0,502800,False,59915.0,63809.0,30.580579680960845,-0.17035775127768327,2417860.0,1,1,2.3890784982935154,5.631399317406143,4.607508532423208,1.877133105802048
VHM,2022-10-26,44600.0,44600.0,41750.0,43500.0,3701482,False,50362.5,55731.0,20.301420439591322,-9.280500521376434,3155719.65,1,1,3.4482758620689653,3.218390804597701,2.413793103448276,2.0689655172413794
VHM,2022-11-15,42550.0,43850.0,42450.0,43400.0,3095782,False,45085.0,51224.0,28.50128670145995,-1.2514220705347023,3518125.95,1,1,10.599078341013826,4.377880184331797,22.350230414746544,22.119815668202765
VHM,2023-02-27,40000.0,40900.0,39400.0,40900.0,5327743,False,44965.0,48051.0,28.825397376993973,-3.9906103286384997,2977108.1,1,1,0.4889975550122249,2.93398533007335,9.41320293398533,18.337408312958438
VHM,2024-05-13,40450.0,40550.0,39700.0,40100.0,9099062,False,41587.5,42438.0,32.67780056041214,-1.9559902200488977,9771761.7,1,1,0.3740648379052369,0.8728179551122194,-0.7481296758104738,-2.9925187032418954
VHM,2024-07-17,37900.0,37900.0,36800.0,37300.0,7037089,False,37965.0,38865.0,34.33616806108446,-3.116883116883118,6502666.15,1,1,1.6085790884718498,1.4745308310991956,-1.6085790884718498,-0.2680965147453083
VHM,2026-03-09,88500.0,91100.0,88400.0,88400.0,17232900,False,100560.0,112764.0,32.34573854662538,-5.454545454545457,8111550.0,1,1,8.484162895927602,13.122171945701359,,
VIB,2021-09-06,14150.0,14220.0,13950.0,14070.0,1040400,False,15293.0,16782.8,29.378008051250994,-1.7458100558659262,1547605.0,1,1,2.2032693674484722,0.28429282160625446,7.533759772565743,-7.1783937455579245
VIB,2021-10-04,13520.0,13710.0,13060.0,13060.0,2270200,False,14312.5,15045.4,31.216937045564823,-7.572540693559803,1572345.0,1,1,3.3690658499234303,7.274119448698316,9.95405819295559,10.10719754977029
VIB,2022-05-23,13790.0,13790.0,13160.0,13160.0,877500,False,15123.0,16598.0,30.140452618691615,-6.732813607370658,1214365.0,1,1,5.623100303951368,9.650455927051672,5.395136778115502,-22.188449848024316
VIB,2022-10-24,10210.0,10210.0,9500.0,10000.0,1919736,False,10923.5,12094.8,28.515605647742877,-7.5785582255083135,1954454.9,1,1,5.6000000000000005,4.0,-2.1,-1.9
VIB,2024-11-19,15360.0,15440.0,15230.0,15230.0,3614092,False,15572.0,15815.8,36.39700653566245,-0.846354166666663,11521089.1,1,1,0.8535784635587657,2.757715036112935,4.136572554169402,6.369008535784635
VIB,2025-10-02,20150.0,20350.0,19700.0,19700.0,10580000,False,20545.0,20528.0,41.446588367080736,-0.25316455696202667,11671810.0,1,1,2.5380710659898478,3.5532994923857872,1.5228426395939088,-4.822335025380711
VIB,2025-11-11,18300.0,18500.0,18200.0,18200.0,2568700,False,18795.0,19877.0,37.58511856221063,-1.8867924528301883,6923805.0,1,1,1.6483516483516485,2.7472527472527473,0.5494505494505495,-0.27472527472527475
VIC,2021-06-10,52670.0,52980.0,51780.0,51780.0,2929000,False,53659.5,56564.0,37.98612246903065,-5.286263032741911,2345380.0,1,1,4.461181923522595,0.4248744689069139,0.8497489378138278,-4.7315565855542685
VIC,2022-02-28,39750.0,39750.0,38500.0,38500.0,4678600,False,42845.0,46774.0,23.220503986557965,-6.666666666666665,4548055.0,1,1,2.5974025974025974,1.948051948051948,1.6883116883116882,4.545454545454546
VIC,2022-07-29,33900.0,33900.0,32000.0,32000.0,1908500,False,34292.5,36693.0,25.48374729502169,-3.17700453857791,1278085.0,1,1,3.125,2.187500000000011,3.4375000000000004,1.5625
